"Timestamp","Tanggal","AD ACCOUNT","AD PLATFORM","OBJECTVE","GOAL","PLATFORM DONASI","PROGRAM","SPENDING","CONVERSION VALUE","RESULT","CPR","REACH","IMPRESSION","LINK CLICK","CONTEN VIEWS","ATC","LEADS","PURCHASE","ADDS OF PAYMENT INFO","SUCCESS","WAITING","DONATE","Initiate Checkout","Column 24","DONATE 2"
"4/18/2026 9:31:21","4/15/2026","Sodaraku.org","META","CONVERSION","Web Donation","sodaraku.org","Selamatkan Aisyah : anak ojol pengidap 8 penyakit kronis","152070","410000","","","10276","11046","65","55","2","1","","","","","","","",""
"4/18/2026 9:37:54","4/16/2026","Sodaraku.org","META","CONVERSION","Web Donation","sodaraku.org","Selamatkan Aisyah : anak ojol pengidap 8 penyakit kronis","488017","410000","9","54224","33350","38092","304","218","21","14","9","14","9","","","","",""
"4/18/2026 9:47:25","4/17/2026","Sodaraku.org","META","CONVERSION","Web Donation","sodaraku.org","Selamatkan Aisyah : anak ojol pengidap 8 penyakit kronis","113703","150000","3","37901","6333","6371","50","50","10","4","3","4","3","","","","",""
"4/20/2026 9:02:12","4/18/2026","Sodaraku.org","META","CONVERSION","Web Donation","sodaraku.org","Selamatkan Aisyah : anak ojol pengidap 8 penyakit kronis","96552","85000","2","48276","6106","6234","36","36","2","2","2","2","2","","","","",""
"4/23/2026 10:20:51","4/22/2026","EVPO-HBI X SH HKM-1","META","CONVERSION","Web Donation","Sharinghappiness.org","Wajah hancur dan melepuh-bantu ana agar sembuh kembali","216839","545428","22","9856","5105","6794","84","70","","","22","20","22","1","22","","",""
"4/24/2026 10:19:48","4/23/2026","EVPO-HBI X SH HKM-1","META","CONVERSION","Web Donation","Sharinghappiness.org","Wajah hancur dan melepuh-bantu ana agar sembuh kembali","301354","597804","19","31463","8993","10469","124","100","","","26","27","19","7","19","","",""
"4/25/2026 8:48:51","4/24/2026","EVPO-HBI X SH HKM-1","META","CONVERSION","Web Donation","Sharinghappiness.org","Wajah hancur dan melepuh-bantu ana agar sembuh kembali","285797","570000","21","13609","5427","6713","76","76","","","25","25","21","4","21","","",""
"4/27/2026 10:43:23","4/25/2026","EVPO-HBI X SH HKM-1","META","CONVERSION","Web Donation","Sharinghappiness.org","Wajah hancur dan melepuh-bantu ana agar sembuh kembali","188193","197000","7","26884","8005","8696","66","59","","","10","10","7","2","7","","",""
"4/29/2026 10:15:16","4/26/2026","EVPO-HBI X SH HKM-1","META","CONVERSION","Web Donation","Sharinghappiness.org","Wajah hancur dan melepuh-bantu ana agar sembuh kembali","213747","125253","9","23749","6257","7114","78","78","14","","14","14","9","2","9","","",""
"4/29/2026 10:21:40","4/27/2026","EVPO-HBI X SH HKM-1","META","CONVERSION","Web Donation","Sharinghappiness.org","Wajah hancur dan melepuh-bantu ana agar sembuh kembali","340290","475000","12","21001","5092","5676","76","63","","","12","12","12","3","12","","",""
"4/29/2026 10:34:51","4/28/2026","EVPO-HBI X SH HKM-1","META","CONVERSION","Web Donation","Sharinghappiness.org","Wajah hancur dan melepuh-bantu ana agar sembuh kembali","160250","","","","1216","1335","20","20","","","1","1","","","","","",""
"5/16/2026 10:44:09","5/5/2026","Sodaraku.org","META","CONVERSION","Web Donation","Amalsholeh.com","Selamatkan Anak-anak Palestina dari Ancaman Kelaparan","317708","210000","8","39713","7074","8495","46","34","11","8","8","","8","","","8","",""
"5/16/2026 10:49:09","5/6/2026","Sodaraku.org","META","CONVERSION","Web Donation","Amalsholeh.com","Selamatkan Anak-anak Palestina dari Ancaman Kelaparan","169753","10000","1","169753","2370","2605","16","1","1","1","1","","1","","","1","",""
"5/16/2026 10:57:49","5/1/2026","Akun 1","META","CONVERSION","Web Donation","hbi-berbagi.com","#Tunaikan Qurban hingga Pelosok Negeri","148135","","","","2824","3839","48","13","","","","","","","","","",""
"5/16/2026 11:00:05","5/2/2026","Akun 1","META","CONVERSION","Web Donation","hbi-berbagi.com","#Tunaikan Qurban hingga Pelosok Negeri","6003","","","","155","174","","","","","","","","","","","",""
"5/16/2026 11:07:12","5/5/2026","Akun 1","META","CONVERSION","Web Donation","hbi-berbagi.com","#Tunaikan Qurban hingga Pelosok Negeri","91454","","","","2822","3447","53","44","1","","","","","","","","",""
"5/16/2026 11:23:15","5/6/2026","Akun 1","META","CONVERSION","Web Donation","hbi-berbagi.com","#Tunaikan Qurban hingga Pelosok Negeri","5746","","","","375","422","","","","","","","","","","","",""
"5/16/2026 11:29:07","5/6/2026","Akun 1","META","CONVERSION","Web Donation","hbi-berbagi.com","Darurat pangan : Warga Palestina Jalani hari dengan Perut Kosong","138761","","","","29170","30182","223","177","1","","","","","","","","",""
"5/16/2026 11:35:07","5/9/2026","Akun 1","META","CONVERSION","Web Donation","hbi-berbagi.com","Selamatkan Anak-anak Palestina dari Ancaman Gizi buruk","271876","","","","5609","6454","565","565","16","","1","","","","","","",""
"5/16/2026 11:42:18","5/10/2026","Akun 1","META","CONVERSION","Web Donation","hbi-berbagi.com","Selamatkan Anak-anak Palestina dari Ancaman Gizi buruk","309177","286779","6","51529","5064","5426","46","46","17","","6","","4","2","","","",""
"5/16/2026 11:47:31","5/11/2026","Akun 1","META","CONVERSION","Web Donation","hbi-berbagi.com","Selamatkan Anak-anak Palestina dari Ancaman Gizi buruk","270167","502402","4","67541","6253","6763","36","36","8","","4","","4","","","","",""
"5/16/2026 11:51:53","5/12/2026","Akun 1","META","CONVERSION","Web Donation","hbi-berbagi.com","Selamatkan Anak-anak Palestina dari Ancaman Gizi buruk","313799","602081","10","31379","8041","8668","60","60","20","","10","","6","4","","","",""
"5/16/2026 12:30:48","5/13/2026","Akun 1","META","CONVERSION","Web Donation","hbi-berbagi.com","Selamatkan Anak-anak Palestina dari Ancaman Gizi buruk","308201","101594","5","61640","9711","10626","45","45","10","","5","","2","3","","","",""
"5/16/2026 12:46:41","5/14/2026","Akun 1","META","CONVERSION","Web Donation","hbi-berbagi.com","Selamatkan Anak-anak Palestina dari Ancaman Gizi buruk","241626","302235","4","60406","7599","8522","49","49","5","","4","","4","","","","",""
"5/16/2026 12:51:36","5/15/2026","Akun 1","META","CONVERSION","Web Donation","hbi-berbagi.com","Selamatkan Anak-anak Palestina dari Ancaman Gizi buruk","186822","651948","5","37364","4327","4915","32","32","8","","6","","3","2","","","",""
"5/21/2026 18:58:28","5/16/2026","Akun 1","META","CONVERSION","Web Donation","hbi-berbagi.com","Selamatkan Anak-anak Palestina dari Ancaman Gizi buruk","70191","85359","3","23397","1328","1400","13","13","3","","3","","2","1","","","",""
"5/21/2026 19:03:31","5/16/2026","JS","META","CONVERSION","Web Donation","hbi-berbagi.com","Selamatkan Anak-anak Palestina dari Ancaman Gizi buruk","276721","","","","2052","2363","17","17","3","","","","","","","","",""
"5/21/2026 19:15:51","5/17/2026","JS, Akun 1","META","CONVERSION","Web Donation","hbi-berbagi.com","Selamatkan Anak-anak Palestina dari Ancaman Gizi buruk","515810","488221","7","73687","6518","7187","78","78","12","","7","","5","2","","","",""
"5/21/2026 19:23:18","5/18/2026","JS, Akun 1","META","CONVERSION","Web Donation","hbi-berbagi.com","Selamatkan Anak-anak Palestina dari Ancaman Gizi buruk","345433","201685","5","69086","3216","3722","150","137","10","","5","","3","2","","","",""
"5/21/2026 19:38:13","5/19/2026","JS, Akun 1","META","CONVERSION","Web Donation","hbi-berbagi.com","Selamatkan Anak-anak Palestina dari Ancaman Gizi buruk","522473","402733","5","104494","5941","6318","67","62","9","","5","","5","","","","",""
"5/21/2026 19:44:51","5/20/2026","JS, Akun 1","META","CONVERSION","Web Donation","hbi-berbagi.com","Selamatkan Anak-anak Palestina dari Ancaman Gizi buruk","200342","50435","1","200342","1155","1205","42","42","4","","1","","1","","","","",""
"5/22/2026 9:23:46","5/21/2026","JS, Akun 1","META","CONVERSION","Web Donation","hbi-berbagi.com","Selamatkan Anak-anak Palestina dari Ancaman Gizi buruk","312071","302371","5","62414","2323","2406","46","43","5","","5","","4","1","","","",""
"5/22/2026 9:30:10","5/10/2026","Khusus Campaign Jariyah","META","CONVERSION","Web Donation","hbi-berbagi.com","#Tunaikan Qurban hingga Pelosok Negeri","169050","","","","2781","3296","105","96","3","","","","","","","","",""
"5/22/2026 9:32:45","5/11/2026","Khusus Campaign Jariyah","META","CONVERSION","Web Donation","hbi-berbagi.com","#Tunaikan Qurban hingga Pelosok Negeri","87635","","","","2994","3526","18","16","1","","","","","","","","",""
"5/22/2026 9:41:16","5/12/2026","Khusus Campaign Jariyah","META","CONVERSION","Web Donation","hbi-berbagi.com","#Tunaikan Qurban hingga Pelosok Negeri","191438","","","","4248","5306","107","97","2","","","","","","","","",""
"5/22/2026 9:44:50","5/13/2026","Khusus Campaign Jariyah","META","CONVERSION","Web Donation","hbi-berbagi.com","#Tunaikan Qurban hingga Pelosok Negeri","131298","","","","2130","2434","28","26","1","","","","","","","","",""
"6/11/2026 9:20:51","6/5/2026","EVPO-BM-OBIANSYAH-1","META","CONVERSION","Web Donation","sodaraku.org","Wajahnya bolong : tasyha butuh operasi segera !","298026","255000","5","59605","5352","6768","206","99","12","","5","","5","","","7","",""
"6/12/2026 15:08:07","6/10/2026","EVPO - LAZ HBI HKM-1","META","CONVERSION","Web Donation","hbi-berbagi.com","Wajahnya bolong : selamatkan tasyha dari penyakit mematikan","319036","575220","11","29003","6095","7200","155","134","22","","11","","8","3","","","",""
"6/12/2026 15:15:08","6/11/2026","EVPO - LAZ HBI HKM-1, EVPO - LAZ HBI HKM-3","META","CONVERSION","Web Donation","hbi-berbagi.com","Wajahnya bolong : selamatkan tasyha dari penyakit mematikan","378295","222873","9","42032","5374","6463","80","75","15","","9","","5","4","","","",""
"6/13/2026 10:48:38","6/12/2026","EVPO - LAZ HBI HKM-1, EVPO - LAZ HBI HKM-3","META","CONVERSION","Web Donation","hbi-berbagi.com","Wajahnya bolong : selamatkan tasyha dari penyakit mematikan","326205","238808","5","65241","5552","6109","84","63","12","","5","","5","","","","",""
"6/14/2026 19:39:30","6/13/2026","EVPO - LAZ HBI HKM-1, EVPO - LAZ HBI HKM-3","META","CONVERSION","Web Donation","hbi-berbagi.com","Wajahnya bolong : selamatkan tasyha dari penyakit mematikan","536347","511092","12","44695","9855","11207","162","114","20","","12","","9","3","","","",""
"6/15/2026 13:27:04","6/14/2026","EVPO - LAZ HBI HKM-1, EVPO - LAZ HBI HKM-3","META","CONVERSION","Web Donation","hbi-berbagi.com","Wajahnya bolong : selamatkan tasyha dari penyakit mematikan","299410","444047","14","21386","4052","4985","123","111","20","","14","","9","5","","","",""
"6/17/2026 8:55:40","6/15/2026","EVPO - LAZ HBI HKM-1, EVPO - LAZ HBI HKM-3","META","CONVERSION","Web Donation","hbi-berbagi.com","Wajahnya bolong : selamatkan tasyha dari penyakit mematikan","277661","172836","5","55532","2026","2851","133","116","10","","5","","4","1","","","",""
"6/17/2026 9:10:36","6/16/2026","EVPO - LAZ HBI HKM-1, EVPO - LAZ HBI HKM-3","META","CONVERSION","Web Donation","hbi-berbagi.com","Wajahnya bolong : selamatkan tasyha dari penyakit mematikan","201710","572087","7","28815","1360","1997","153","138","18","","7","","7","","","","",""
"6/22/2026 14:10:08","6/17/2026","EVPO - LAZ HBI HKM-1","META","CONVERSION","Web Donation","hbi-berbagi.com","Wajahnya bolong : selamatkan tasyha dari penyakit mematikan","10060","50404","1","10060","71","86","3","3","1","","1","","1","","","","",""
"6/24/2026 11:12:48","6/18/2026","EVPO - LAZ HBI HKM-1","META","CONVERSION","Web Donation","hbi-berbagi.com","Wajahnya bolong : selamatkan tasyha dari penyakit mematikan","443","","","","9","9","1","1","","","","","","","","","",""
"6/24/2026 11:20:07","6/19/2026","EVPO - LAZ HBI HKM-1","META","CONVERSION","Web Donation","hbi-berbagi.com","Selamatkan Anak-anak Palestina dari Ancaman Gizi buruk","192173","301811","3","64057","8765","10525","177","3","3","","3","","2","","","","",""
"6/24/2026 11:26:51","6/20/2026","EVPO - LAZ HBI HKM-1","META","CONVERSION","Web Donation","hbi-berbagi.com","Selamatkan Anak-anak Palestina dari Ancaman Gizi buruk","44775","","","","1723","1802","17","2","1","","","","","","","","",""
"6/24/2026 11:32:30","6/21/2026","EVPO-HBI X SH HKM-1","META","CONVERSION","Web Donation","hbi-berbagi.com","Selamatkan Anak-anak Palestina dari Ancaman Gizi buruk","161192","","1","161192","8622","10012","93","4","4","","1","","","","","","",""
"6/24/2026 11:55:58","6/6/2026","EVPO-BM-OBIANSYAH-1","META","CONVERSION","Web Donation","sodaraku.org","Wajahnya bolong : tasyha butuh operasi segera !","90455","","","","1414","1556","54","33","3","","","","","","","2","",""
"6/24/2026 12:02:57","6/9/2026","EVPO-BM-OBIANSYAH-1","META","CONVERSION","Web Donation","sodaraku.org","Wajahnya bolong : tasyha butuh operasi segera !","103710","140000","4","25927","1119","1258","20","13","6","","4","","4","","","4","",""
"6/25/2026 15:03:22","6/21/2026","EVPO - LAZ HBI HKM-4","META","CONVERSION","Web Donation","sodaraku.org","Wajahnya bolong : tasyha butuh operasi segera !","79517","35000","1","79517","1855","2206","36","29","1","","1","1","","","","1","",""
"6/25/2026 15:06:30","6/22/2026","EVPO - LAZ HBI HKM-4","META","CONVERSION","Web Donation","sodaraku.org","Wajahnya bolong : tasyha butuh operasi segera !","43174","1171000","8","5396","294","335","10","9","9","","5","9","5","3","","5","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
